session_id,Religion,Condition,ConditionNumeric,Error,TooFast,ChristJewBIAT,ChristIslamBIAT,ChristHinduBIAT,JewIslamBIAT,JewHinduBIAT,IslamHinduBIAT,ChristImp,IslamImp,JewImp,HinduImp,ChristJewExp,ChristIslamExp,ChristHinduExp,JewIslamExp,JewHinduExp,IslamHinduExp,ChristExpAgg,HinduExpAgg,JewExpAgg,IslamExpAgg,Ethnicity,Race,religionid,citizenship,residence,Age,Gender,CondxCJBIAT,CondxCHBIAT,Conservatism,PartGroup
2422159,Christian,good,1,.125,0,.800353577092137,1.23150608564271,.8601697030885,.27971084973388,.970976671295959,-.620877596976507,.964009788607782,-.710698177451032,.150111314645901,-.403422925802651, , , , , , , , , , ,2,Black or African American,3,lr,lr,31,f,.800353577092137,.8601697030885,-3,Christian
2422460,Jewish,good,1,.015625,0,-.524420174272378,.965033212410803,.801322984572603,.820924899959015,.741234595935808,.313253538369025,.41397867423701,-.490901524666931,.6955265567224,-.618603706292479,-2,3,2,-3,2,-1,1,-1,.333333333333333,-.333333333333333,2,Other or Unknown,3,us,sm,20,m,-.524420174272378,.801322984572603,2,Non-Christian
2422567,Muslim,good,1,.161458333333333,0,.0878388710612278,-.576404087346352,.0127094104558117,-.16935340871173,-.163478388065984,.681864972356682,-.158618601943104,.475874156138255,-.140223555946314,-.177031998248837,-3,-3,-3,-3,-2,3,-3,.666666666666667,-.666666666666667,3,2,South Asian,3,us,sm,19,f,.0878388710612278,.0127094104558117,0,Non-Christian
2422805,Christian,good,1,.03125,0,.0477379171470695,.406065396192177,.596029311527803,-.0924409218161556,.625491818059772,.641363437679149,.349944208289017,.109246321101043,.161770993032182,-.620961522422241,1,1,1,1,1,1,1,-1,.333333333333333,-.333333333333333,2,White,4,us,us,54,f,.0477379171470695,.596029311527803,-2,Christian
2423061,Muslim,good,1,.0833333333333333,0,.0513226520328786,-.293008081108212,.128133115940961,-.741824904797532,-.462363691109839,.686136110239236,-.0378507710447907,.57365636538166,-.418503749313416,-.117301845023453,2,-3,3,-3,-3,0,.666666666666667,0,-2.66666666666667,2,2,South Asian,1,us,sm,22,m,.0513226520328786,.128133115940961,-2,Non-Christian
2423306,Hindu,bad,-1,.0208333333333333,0,.571864143663115,-.543214038787643,-.628206312373899,1.22455353427215,-.908600082665697,-.647316714886334,-.199852069166142,-.442885403456948,-.0853035640188864,.728041036641977,0,0,-1,0,-1,-1,-.333333333333333,1,-.333333333333333,-.333333333333333,2,South Asian,4,us,sm,43,m,-.571864143663115,.628206312373899,-3,Non-Christian
2423455,Christian,bad,-1,.0989583333333333,0,-.604765562153945,.0810508530402894,1.14471305751114,.303541727667222,-.30073002184071,.660690405387654,.206999449465827,.0920326082267143,.202525755993485,-.501557813686026,0,0,1,0,0,0,.333333333333333,-.333333333333333,0,0,2,White,3,us,us,22,m,.604765562153945,-1.14471305751114,1,Christian
2423476,Christian,good,1,.0364583333333333,0,-.213472950666767,-.0768250681867753,.73120775086713,-.196898804823995,-.179847639048618,.709876277755348,.146969910671196,.327866716922039,-.0544244977352822,-.420412129857953,1,-1,-1,-1,-1,0,-.333333333333333,.666666666666667,-1,.666666666666667,2,White,1,uk,uk,33,f,-.213472950666767,.73120775086713,-2,Christian
2423635,Muslim,bad,-1,.0572916666666667,0,.0744793071438514,.253129282625033,-.744082353157716,-.622774383742651,.336032564243533,.137520240970766,-.138824587796277,.169055114029461,-.120407042214323,.090176515981139,0,0,0,0,0,0,0,0,0,0,2,White,2,au,au,33,m,-.0744793071438514,.744082353157716,-3,Non-Christian
2423651,Christian,bad,-1, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,2,White,2,us,sm,38,m, , ,0,Christian
2423939,Christian,bad,-1,.130208333333333,0,.358160034726177,-.407471775721211,-.113645919638299,.857037594950818,.489830164332043,-.109650270547025,-.0543192202111107,-.186405363258877,.329569241518894,-.0888446580489064,0,0,0,0,0,0,0,0,0,0,2,White,1,us,us,20,f,-.358160034726177,.113645919638299,3,Christian
2423997,Hindu,good,1,.0837696335078534,.00523560209424084,.615954436299126,-.180377224894942,.112801398511556,-.0324473760598672,-1.02513940082596,-.822263520428015,.182792869971913,-.203146306491069,-.557847071061651,.578200507580806,0,0,0,0,0,-3,0,1,0,-1,2,South Asian,3,us,sm,19,f,.615954436299126,.112801398511556,0,Non-Christian
2424199,Christian,bad,-1,.03125,0,.00681872247696148,-.000777887595934454,.83083798289552,-.802097964793233,.245386845590829,.467392320327008,.278959605925516,.423422724238725,-.187843280559788,-.514539049604452,-1,1,1,1,0,0,.333333333333333,-.333333333333333,.666666666666667,-.666666666666667,2,White,1,za,au,30,f,-.00681872247696148,-.83083798289552,-3,Christian
2424667,Christian,good,1,.09375,0,-.382177756215413,.517466792242308,.583887074959623,-.537471011545451,-.284415541544443,-.726071963386891,.239725370328839,-.235355914694582,-.14656959895816,.142200143323903,3,0,1,0,0,0,1.33333333333333,-.333333333333333,-1,0,.,White,3,us,sm,20,f,-.382177756215413,.583887074959623,-1,Christian
2424743,Christian,good,1,.09375,0,.208520025488318,.874284315504678,-.0686667209532242,.627994084803324,-.502003017069958,.311463459269691,.338045873346591,-.396938313679437,-.0275096525849838,.0864020929178303,0,0,0,0,0,0,0,0,0,0,2,White,3,us,sm,22,f,.208520025488318,-.0686667209532242,-2,Christian
2424881,Jewish,bad,-1, , , , , , , , , , , , ,-1,-1,-1,0,-1,-1,-1,1,0,0,2,White,2,us,ar,27,f, , ,-3,Non-Christian
2424926,Hindu,bad,-1,.15625,0,.202789180382473,-.489315908122562,.415432836781932,-.569960306391367,.457896027615922,-.570976330592524,.0429687030139474,.162766627973801,-.104951153052639,-.10078417793511,0,0,-3,0,-2,3,-1,.666666666666667,-.666666666666667,1,.,South Asian,3,in,in,22,m,-.202789180382473,-.415432836781932,-2,Non-Christian
2425036,Muslim,good,1, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,2,More than one race - Other,1,us,sm,20,m, , , ,Non-Christian
2425164,Hindu,bad,-1,.0677083333333333,0,.127942946477729,.335277653841845,-.702307026896107,.301113445993259,-.780025429825893,.140479874232293,-.0796954755255111,-.165303741867604,-.202284976770121,.447284194163236,0,0,-3,0,-3,-1,-1,2.33333333333333,-1,-.333333333333333,2,South Asian,2,in,in,23,m,-.127942946477729,.702307026896107,0,Non-Christian
2425173,Christian,good,1,.00520833333333333,0,.597075636583683,.543462945515214,-.372779110640538,-.359979665272179,.137143599409801,-.180181728422719,.255919823819453,-.121221669555251,-.273303900815354,.138605746551152,0,0,0,0,0,0,0,0,0,0,2,White,1,uk,uk,55,m,.597075636583683,-.372779110640538,-2,Christian
2425358,Christian,bad,-1, , , , , , , , , , , , ,1,2,1,0,0,0,1.33333333333333,-.333333333333333,-.333333333333333,-.666666666666667,1,White,3,pe,pe,39,m, , ,0,Christian
2425409,Hindu,good,1,.244791666666667,0,-.193070595626367,.00610642925837424,-1.04387851641537,.683299312446611,-.948709077854865,-.174140263550506,-.410280894261122,-.287848668418497,-.0241130565939627,.722242619273582,1,1,-1,0,0,0,.333333333333333,.333333333333333,-.333333333333333,-.333333333333333,3,South Asian,2,in,in,26,m,-.193070595626367,-1.04387851641537,0,Non-Christian
2425551,Hindu,bad,-1, , , , , , , , , , , , ,0,0,-1,0,-1,0,-.333333333333333,.666666666666667,-.333333333333333,0,3,More than one race - Black/White,2,us,sm,20,f, , ,-3,Non-Christian
2425567,Christian,good,1,.0104166666666667,0,.337603113626026,.786345840523269,1.02723086684137,.604233312909803,.059290565660897,-.491779298334089,.717059940330222,-.62745281725572,.108640254981558,-.19824737805606,0,0,0,0,0,0,0,0,0,0,2,White,3,us,sm,49,f,.337603113626026,1.02723086684137,-2,Christian
2425601,Jewish,bad,-1,.0416666666666667,0,-.39075060381704,.31255541223333,.492470473196735,1.07488088253043,.390058572679746,-.5506230141525,.138091760537675,-.646019769638753,.618563353009071,-.110635343907994,-2,1,-1,2,3,0,-.666666666666667,-.666666666666667,2.33333333333333,-1,2,White,2,us,sm,24,m,.39075060381704,-.492470473196735,-2,Non-Christian
2425621,Jewish,good,1,.208333333333333,.0208333333333333,.38871105075311,.686447365630512,.592162950880517,.576288840925285,.321609058369171,.24626560415009,.555773789088046,-.338823534135236,.169728949513782,-.386679204466593,0,0,0,1,1,1,0,-.666666666666667,.666666666666667,0,2,White,4,us,us,26,m,.38871105075311,.592162950880517,-3,Non-Christian
2425651,Christian,good,1,.146596858638743,.0157068062827225,.23009800967887,1.23482068765529,1.01027375606886,-.195118314550702,.460275182436364,-.840962575722069,.82506415113434,-.626888316275551,.0116862860689304,-.209862120927719,2,3,3,1,1,-1,2.66666666666667,-1,0,-1.66666666666667,2,White,3,us,sm,23,f,.23009800967887,1.01027375606886,0,Christian
2425730,Hindu,bad,-1,.135416666666667,0,1.02885102850637,.316939803159236,-.169083764093955,.787969506984288,-.291684012173774,-.239678868452803,.392235689190552,-.448196059532109,-.177521844565287,.233482214906844,1,1,1, ,-1,-1,1,.333333333333333, , ,2,South Asian,1,in,sm,19,m,-1.02885102850637,.169083764093955,0,Non-Christian
2425757,Christian,good,1,.0104166666666667,0, , ,-.142665343593612,-.0778513931149071, , , , , , , , , , , , , , , , ,2,Black or African American,4,us,us,40,f, ,-.142665343593612,0,Christian
2425766,Hindu,good,1,.230366492146597,.00523560209424084,.684503026770658,.790776854018686,.0928827891006149,-.077668532482239,-.3164196405872,.072745422868381,.522720889963319,-.213454299556022,-.359530399946699,.0502638095394012,0,0,0,0,0,0,0,0,0,0,2,White,1,us,us,29,f,.684503026770658,.0928827891006149,3,Non-Christian
2425885,Hindu,bad,-1,.0416666666666667,0,-.0306372615928798,.943069783061597,-.404370161710622,-.13426069311886,-.565361223623322,-.829505300672578,.169354119919365,-.546104796871772,-.222994885049767,.599745562002174,0,2,0,3,0,-3,.666666666666667,1,1,-2.66666666666667,3,South Asian,2,in,in,22,m,.0306372615928798,.404370161710622,0,Non-Christian
2426176,Christian,good,1,.0677083333333333,0,.886324879502453,1.28036682217934,1.18312307656985,.218511597202898,-.081421208900547,-.269320865044088,1.11660492608388,-.589399761475441,-.249744830400034,-.277460334208404,2,2,0,0,0,0,1.33333333333333,0,-.666666666666667,-.666666666666667,2,White,2,us,sm,20,f,.886324879502453,1.18312307656985,0,Christian
2426204,Christian,bad,-1,.0729166666666667,.00520833333333333,.250037735193636,-.0101872986900066,.0869245895340529,.576733167080572,-.707374789452075,.384206565946851,.108925008679227,-.0607797674812381,-.12689311918838,.0787478779903903,1,3,3,2,2,-2,2.33333333333333,-1,1,-2.33333333333333,2,White,3,us,sm,66,f,-.250037735193636,-.0869245895340529,2,Christian
2426207,Jewish,bad,-1,.411458333333333,.00520833333333333,.376171431061146,-.224461977690803,-.104193077218119,.141549883365586,.0335293383341144,.0535288390837264,.0158387920507411,.0454803111363144,-.067030736453815,.00571163326675948,-2,3,3,3,3,0,1.33333333333333,-2,2.66666666666667,-2,2,White,2,us,us,54,f,-.376171431061146,.104193077218119,0,Non-Christian
2426510,Muslim,bad,-1, , , , , , , , , , , , ,0,-2,1,-2,1,2,-.333333333333333,-1.33333333333333,-.333333333333333,2,2,Black or African American,2,tz,ca,18,f, , ,0,Non-Christian
2426782,Christian,bad,-1,.109375,0,.242417322660438,.561922538330265,.296901884530772,.596098344951938,.0149797171694688,-.406110129419387,.367080581840492,-.521377004233863,.122886913153656,.0314095092397155,0,1,0,1,0,-1,.333333333333333,.333333333333333,.333333333333333,-1,2,White,2,us,us,25,f,-.242417322660438,-.296901884530772,-1,Christian
2427221,Christian,good,1,.192708333333333,0,.68447014703346,.72257011498866,.723221156334196,-.111661945131969,.726767829605059,.17264905074958,.710087139452105,-.146086373035704,-.0231214208534569,-.540879345562945,3,2,3,1,1,0,2.66666666666667,-1.33333333333333,-.333333333333333,-1,2,White,2,us,sm,18,m,.68447014703346,.723221156334196,0,Christian
2427415,Hindu,good,1, , , , , , , , , , , , ,-1,3,-3,3,-3,-3,-.333333333333333,3,.333333333333333,-3,2,South Asian,4,us,us,44,f, , ,-3,Non-Christian
2427480,Hindu,bad,-1, , , , , , , , , , , , ,0,2,0,2,3,-2,.666666666666667,-.333333333333333,1.66666666666667,-2,3,South Asian,2,in,in,22,m, , ,-2,Non-Christian
2427744,Christian,good,1,.201388888888889,.0208333333333333,.431415305765559, ,.542697073357165,.0814469754841863, ,-.252261875041922, , , , ,0,0,1,0,0,0,.333333333333333,-.333333333333333,0,0,2,East Asian,4,us,us,20,f,.431415305765559,.542697073357165,2,Christian
2428022,Jewish,good,1,.0677083333333333,0,.0844214246009848,1.14669112694289,.296800853141574,-.267253449196566,-.226171908311467,-.115573568479813,.509304468228484,-.331670415408714,-.192615594036339,.0149815412165686,-1,0,0,1,0,0,-.333333333333333,0,.666666666666667,-.333333333333333,2,White,2,us,us,31,f,.0844214246009848,.296800853141574,-3,Non-Christian
2428451,Jewish,good,1,.0677083333333333,0,-.199431033641381,.0444901850572876,-.108556955331916,.359643512242433,.0123068630870731,-.164938778842269,-.0878326013053364,-.189690825380663,.190460469656963,.0870629570290373,0,0,0,0,0,0,0,0,0,0,2,White,3,us,us,49,f,-.199431033641381,-.108556955331916,-2,Non-Christian
2428866,Christian,bad,-1,.25,0,.715781888080192,.991112729748701,1.02063166453229,.0155815130997085,.670444843641241,-.218319068821848,.909175427453729,-.408337770556752,-.00991851044641427,-.490919146450562,0,0,0,0,0,-1,0,.333333333333333,0,-.333333333333333,1,Other or Unknown,4,us,us,34,f,-.715781888080192,-1.02063166453229,-2,Christian
2428898,Christian,good,1,.255208333333333,0,.357128718006281,.957202651259455,.562733426494703,.763262651300291,.5439418811781,-1.07204288079665,.62568826525348,-.9308360611188,.31669193815737,-.01154414229205,0,3,0,3,0,0,1,0,1,-2,2,White,2,us,us,19,m,.357128718006281,.562733426494703,-2,Christian
2429201,Christian,bad,-1,.317708333333333,0,.225647555418605,1.05764440506268,.266441255364439,.0545080422794782,-.179384874428629,-.0158671276616323,.516577738615243,-.376006525001265,-.116841462522585,-.0237297510913926,0,0,0,0,0,0,0,0,0,0,2,Black or African American,3,us,us,42,m,-.225647555418605,-.266441255364439,2,Christian
2429330,Christian,good,1,.114583333333333,0,.315130722437524,.973153487984213,.600969590089846,.110353285866377,.643611943146118,-.0188364046833282,.629751266837194,-.367447726177973,.146278168858324,-.408581709517545,0,0,0,0,0,0,0,0,0,0,2,White,1,us,sm,29,f,.315130722437524,.600969590089846,-2,Christian
2429493,Christian,bad,-1,.166666666666667,0,.87654878057451,-.00172487659155274,.107274880492407,.0329831224611833,.6302804599528,-.11090500285261,.327366261491788,-.0473877495740801,-.0710950660535091,-.208883445864199,1,2,2,0,0,0,1.66666666666667,-.666666666666667,-.333333333333333,-.666666666666667,2,White,2,us,us,19,f,-.87654878057451,-.107274880492407,0,Christian
2429585,Jewish,good,1,.109375,0,-.733738350123367,.484299743357363,.309588141098026,.35707780636555,.528421681688707,-.337141943552504,.0200498447773406,-.392839831091805,.539745946059208,-.166955959744743,0,0,0,0,0,0,0,0,0,0,2,White,3,us,sm,45,f,-.733738350123367,.309588141098026,-2,Non-Christian
2429630,Christian,bad,-1,.140625,0,.0996547075605429,.116720918169045,1.75255582018303,1.237003105378,.82422510377926,.130911235832744,.656310481970874,-.407604262571434,.653857833865572,-.902564053265012,1,3,3,3,3,-3,2.33333333333333,-1,1.66666666666667,-3,2,White,4,us,us,55,f,-.0996547075605429,-1.75255582018303,3,Christian
2429670,Jewish,good,1,.015625,0,-.348390917105346,1.10337268198926,.084468415929926,.663756760144776,.457454597683037,-.244506571346076,.279816726937947,-.670545337826704,.48986742497772,-.0991388140889623,-3, , , , , , , , , ,2,White,2,us,us,44,f,-.348390917105346,.084468415929926,-2,Non-Christian
2429810,Christian,good,1,.0885416666666667,0,1.20364157815922,.703815247512047,1.00539616292812,.818907514491829,.357578384419399,-.0766799534068867,.970950996199796,-.533134238470254,-.00905189308266337,-.428764864646878,0,0,0,0,0,0,0,0,0,0,2,Black or African American,2,us,us,38,f,1.20364157815922,1.00539616292812,-3,Christian
2429930,Christian,good,1,.21875,0,.775370649561392,.883264359274219,1.0234661500058,.38946562289004,.523986916100942,-.440142181410985,.894033719613802,-.570957387858414,.0460272964765298,-.369103628231918,0,0,0,0,0,0,0,0,0,0,2,Black or African American,4,us,us,18,f,.775370649561392,1.0234661500058,2,Christian
2430275,Hindu,bad,-1,.0625,0,.133938340816861,.195023326470055,.696097851425077,-.0288614523204837,-.102232540571322,-.221775998259125,.341686506237331,-.129312624136232,-.088344111236222,-.124029770864877,0,0,0,0,0,0,0,0,0,0,.,South Asian,3,in,in,20,m,-.133938340816861,-.696097851425077,-2,Non-Christian
2430359,Christian,good,1,.382198952879581,.298429319371728,.282162139719036,-.294081436675318,-.66503471921759,.649150272562385,.639407330160795,.850316795871393,-.225651338724624,.165082653328109,.335465154334715,-.274896468938199,0,0,0,0,0,0,0,0,0,0,1,Other or Unknown,3,us,sm,24,f,.282162139719036,-.66503471921759,0,Christian
2430380,Hindu,good,1,.0416666666666667,0,-.479622847924251,-.247019150507998,-.381077006031484,-.0569425843036635,-.292872470651533,-.572537563524187,-.369239668154578,-.0895252762375085,.043269264323018,.415495680069068,-1,1,-1,1,0,-1,-.333333333333333,.666666666666667,.666666666666667,-1,2,South Asian,2,in,us,28,f,-.479622847924251,-.381077006031484,1,Non-Christian
2430384,Christian,bad,-1,.151041666666667,0,-.173851735717417,.204629012484964,.540972563653881,-.0161300789286283,-.000535072989722892,.198975287894172,.190583280140476,.00349211811261216,.052395527933022,-.24647092618611,1,2,2,2,0,-2,1.66666666666667,0,.333333333333333,-2,3,White,3,us,us,19,f,.173851735717417,-.540972563653881,2,Christian
2430506,Jewish,good,1,.0625,0,-.39112473238147,-.676919898913536,-.610257269900126,.142690592190644,.485909300959102,.267370767832894,-.559433967065044,.267200024851929,.339908208510405,-.04767426629729,-2,0,-1,2,1,-1,-1,.333333333333333,1.66666666666667,-1,2,White,1,us,sm,47,f,-.39112473238147,-.610257269900126,-3,Non-Christian
2430627,Christian,good,1, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,.,White,2,uk,sm,56,f, , ,2,Christian
2430656,Jewish,good,1,.0625,0,-.448433636311546,-.0732700781154942,.164253153790543,.235127607557384,.0832667875868833,.182904078678963,-.119150186878833,.00701551641235775,.255609343818605,-.14347467335213,-1,0,-1,1,1,0,-.666666666666667,0,1,-.333333333333333,2,White,2,us,sm,32,m,-.448433636311546,.164253153790543,-3,Non-Christian
2430673,Hindu,good,1, , , , , , , , , , , , ,2,1,-2,-1,-3,-3,.333333333333333,2.66666666666667,-2,-1,1,White,3,br,br,41,m, , ,2,Non-Christian
2430684,Muslim,good,1,.09375,0,-.259926701083804,-.858287099500022,.081185343550465,-.590893197846363,.30149637814859,.039093884687281,-.345676152344454,.496091394011222,-.0098233728713227,-.140591868795445,0,-1,1,-1,2,2,0,-1.66666666666667,.333333333333333,1.33333333333333,3,Other or Unknown,3,us,us,18,f,-.259926701083804,.081185343550465,0,Non-Christian
2430715,Jewish,good,1,.3125,.015625,.288432305156303,-.571733991947462,.34393128287479,-.00361909578953051,-.0842957387993613,-.0197133977784787,.0202098653612103,.185213229986171,-.125449046581732,-.0799740487656499,3,3,3, ,-3,-3,3,1, , ,1,More than one race - Other,2,us,sm,18,m,.288432305156303,.34393128287479,0,Non-Christian
2430768,Jewish,good,1,.0208333333333333,0,.810377605965956,.646948137528798,-.255210918671205,-.351547402731479,1.15855834899931,.0292277110668932,.40070494160785,-.0887243412434753,-.0011222198993764,-.310858380464998,-1,0,0,1,1,0,-.333333333333333,-.333333333333333,1,-.333333333333333,2,White,3,us,us,50,m,.810377605965956,-.255210918671205,-2,Non-Christian
2431191,Christian,good,1,.171875,0,.197978840775431,.818887825737722,1.08599482253248,.35634064742859,-.0209476780454837,-.610349846358834,.700953829681878,-.595192773175049,.0458047095358916,-.151565766042721,0,3,3,3,3,-3,2,-1,2,-3,2,White,2,us,us,41,f,.197978840775431,1.08599482253248,2,Christian
2431303,Hindu,good,1,.0989583333333333,0,.383363241001494,.112067661976651,-.486641323410508,-.333600593279142,-.653671718059566,-.861964864329802,.00292985985587888,-.213477311009104,-.456878517446734,.667425968599959, , , , , , , , , , ,3,Other or Unknown,1,in,in,29,m,.383363241001494,-.486641323410508,0,Non-Christian
2431312,Christian,bad,-1,.0418848167539267,0,.123247100625476,.961703268264687,.279519722986546,-.734919884509016,.427672947366667,.603745718363164,.454823363958903,.125654111535831,-.143498012589275,-.436979462905459,3,2,2,-3,-3,-1,2.33333333333333,.666666666666667,-3,0,1,Other or Unknown,2,ar,ar,39,f,-.123247100625476,-.279519722986546,0,Christian
2431567,Christian,bad,-1, , , , , , , , , , , , ,2,2,2,2,2,-1,2,-1,.666666666666667,-1.66666666666667,2,White,3,br,br,21,f, , ,0,Christian
2431661,Hindu,bad,-1,.203125,0,.572907491345247,.488594622717023,-.909093287976331,-.301262532213055,-.285368650063507,.0240023517383141,.0508029420286464,-.0544432462552179,-.38651289120727,.390153195433841,0,1,0,1,-1,-1,.333333333333333,.666666666666667,0,-1,2,South Asian,2,us,us,26,f,-.572907491345247,.909093287976331,0,Non-Christian
2431732,Christian,bad,-1,.140625,0,-.204915189093325,.0558258086061714,-.223228657565297,.497182997005047,.287611597184384,-.235120247493177,-.12410601268415,-.262709684368132,.329903261094252,.0569124359580301,0,2,0,1,0,-1,.666666666666667,.333333333333333,.333333333333333,-1.33333333333333,.,White,1,ie,ie,54,f,.204915189093325,.223228657565297,0,Christian
2431770,Christian,good,1,.18848167539267,0,.923684362762522,.585469626047201,1.02782481365212,-.323163623134838,.542662827105082,.642227453401905,.845659600820613,.126640483496514,-.234728386264093,-.737571698053034,0,3,0,3,0,-3,1,1,1,-3,2,White,3,us,us,25,m,.923684362762522,1.02782481365212,0,Christian
2431854,Christian,bad,-1,.473958333333333,.859375, ,1.17734078680477, ,-.353553390593274,-1.63271199307381, , , , , ,0,0,0,1,0,2,0,-.666666666666667,.333333333333333,.333333333333333,2,White,4,us,us,26,f, , ,2,Christian
2431868,Christian,bad,-1,.104166666666667,0,-.617383583361442,-.61759833068471,.204707260463384,-.621740634499255,-.366887167185722,.29887559698615,-.343424884527589,.512738187390038,-.123748072774512,-.0455652300879371,0,0,0,0,0,0,0,0,0,0,1,Other or Unknown,4,gt,us,19,m,.617383583361442,-.204707260463384,0,Christian
2432049,Christian,good,1,.192708333333333,.0416666666666667,1.16206827522571,-.073274309894305,1.03812928987869,.743661206268778,.282976245962957,.309301973305539,.708974418403366,-.120361641022978,-.0451436076646595,-.543469169715729, , , , , , , , , , ,.,Black or African American,2,us,us,21,f,1.16206827522571,1.03812928987869,0,Christian
2432190,Muslim,bad,-1, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,2,Other or Unknown,3,in,in,25,f, , ,0,Non-Christian
2432191,Christian,bad,-1, , , , , , , , , , , , ,0,0,-1,0,-1,0,-.333333333333333,.666666666666667,-.333333333333333,0,2,White,3,au,au,19,f, , ,-3,Christian
2432260,Hindu,good,1,.046875,0,.395648717098155,.493525976376045,-.81552993613118,.53129208062972,-.568729618442505,-.250292338005435,.0245482524476736,-.425036798337067,-.144362084970313,.544850630859707,0,0,-3,-1,-3,-3,-1,3,-1.33333333333333,-.666666666666667,3,Other or Unknown,4,in,in,32,m,.395648717098155,-.81552993613118,0,Non-Christian
2432285,Hindu,bad,-1,.15625,0,.0422601181290101,-.447420297066985,.162161268555253,.345990088802795,.275347474685195,-1.177241300427,-.0809996367942406,-.358603697387603,.19302581511966,.246577519062183,0,0,0,0,0,0,0,0,0,0,3,East Asian,4,in,in,35,m,-.0422601181290101,-.162161268555253,0,Non-Christian
