 session_id , block_name, block_trial_count, block_pairing_definition, study_name, task_name, trial_number, trial_latency, trial_error
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,1,1432,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,2,867,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,3,2319,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,4,765,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,5,768,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,6,783,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,7,820,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,8,1224,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,9,1094,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,10,776,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,11,2631,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,12,928,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,13,4646,1
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,14,1658,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,15,766,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,16,758,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,17,1299,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,18,1008,0
648020,BLOCK1,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,19,881,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,0,2299,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,1,6469,1
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,2,1850,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,3,1279,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,4,1609,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,5,1108,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,6,1129,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,7,1783,1
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,8,2252,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,9,1754,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,10,3549,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,11,1533,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,12,2761,1
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,13,2076,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,14,1636,1
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,15,3197,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,16,1915,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,17,2840,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,18,1668,0
648020,BLOCK2,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,19,2314,1
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,0,856,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,1,728,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,2,533,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,3,1662,1
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,4,698,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,5,734,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,6,2214,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,7,680,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,8,729,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,9,535,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,10,931,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,11,772,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,12,764,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,13,1701,1
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,14,1041,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,15,662,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,16,674,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,17,592,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,18,666,0
648020,BLOCK3,20,"Judaism/Positive Words,Christianity/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,19,1615,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,0,1092,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,1,891,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,2,3108,1
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,3,1621,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,4,2185,1
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,5,1901,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,6,920,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,7,758,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,8,855,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,9,746,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,10,1225,1
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,11,1395,1
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,12,2492,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,13,1371,1
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,14,1271,1
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,15,1285,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,16,1620,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,17,1470,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,18,1807,0
648020,BLOCK4,20,"Christianity/Positive Words,Judaism/Negative Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,19,1059,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,0,855,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,1,496,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,2,973,1
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,3,451,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,4,701,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,5,881,1
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,6,560,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,7,764,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,8,705,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,9,574,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,10,634,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,11,726,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,12,576,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,13,719,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,14,1467,0
648020,BLOCK5,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,15,883,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,0,2536,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,1,906,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,2,1346,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,3,1714,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,4,1568,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,5,4252,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,6,1321,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,7,955,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,8,1133,1
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,9,1398,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,10,1084,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,11,1222,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,12,1049,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,13,1582,1
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,14,4232,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,15,742,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,16,1271,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,17,866,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,18,779,0
648020,BLOCK6,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,19,822,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,0,573,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,1,650,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,2,559,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,3,737,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,4,963,1
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,5,707,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,6,521,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,7,625,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,8,515,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,9,570,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,10,918,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,11,549,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,12,738,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,13,668,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,14,845,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,15,612,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,16,510,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,17,737,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,18,555,0
648020,BLOCK7,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,19,521,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,0,1343,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,1,892,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,2,602,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,3,674,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,4,853,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,5,1182,1
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,6,1066,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,7,3482,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,8,642,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,9,508,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,10,1197,1
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,11,959,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,12,921,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,13,1244,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,14,1954,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,15,701,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,16,781,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,17,836,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,18,1690,0
648020,BLOCK8,20,"Judaism/Negative Words,Christianity/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,19,1048,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,0,1477,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,1,969,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,2,547,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,3,918,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,4,571,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,5,691,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,6,775,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,7,523,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,8,688,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,9,638,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,10,787,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,11,676,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,12,689,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,13,678,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,14,1033,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,15,555,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,16,693,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,17,867,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,18,761,0
648020,BLOCK9,20,"Christianity/Negative Words,Judaism/Positive Words",ybalab.tal.cjbat.0001,rel2h_cbjbcgjg,19,567,0
648021,BLOCK0,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_jgcgjbcb,0,1357,0
648021,BLOCK0,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_jgcgjbcb,1,719,0
648021,BLOCK0,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_jgcgjbcb,2,614,0
648021,BLOCK0,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_jgcgjbcb,3,567,0
648021,BLOCK0,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_jgcgjbcb,4,487,0
648021,BLOCK0,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_jgcgjbcb,5,476,0
648021,BLOCK0,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_jgcgjbcb,6,438,0
648021,BLOCK0,16,"Negative Words,Positive Words",ybalab.tal.cjbat.0001,rel2h_jgcgjbcb,7,411,0
